"gdp","consumption","invest","government","dpi","cpi","m1","tbill","unemp","population","inflation","interest"
48.3,17,22.3,5.39999999999998,-8,0.800000000000011,1.55,0.0499999999999998,-0.800000000000001,0.798999999999978,NA,NA
64.2,55.0999999999999,19.3,-6.79999999999995,18.4000000000001,1.8,1.2,0.0600000000000001,-1,0.804000000000002,5.4519,-5.3886
30.9000000000001,-33.4000000000001,32.1,22.9,13.5,1.7,0.980000000000004,0.12,-0.399999999999999,0.807000000000016,-0.775599999999999,0.898899999999999
19.5999999999999,25.2,-28.9,39.4,-2.09999999999991,2.39999999999999,1.14999999999999,0.0499999999999998,-0.7,0.521999999999991,3.4326,-3.3859
30.2,-31.3999999999999,6.29999999999998,58.2,17.8999999999999,0.299999999999997,1.11,0.13,-0.4,0.524000000000001,-11.0666,11.1999
36.0999999999999,12.5,-19.1,54.1,10,0.600000000000009,1.57000000000001,0.0999999999999999,0.1,0.52600000000001,1.5315,-1.4381
3.5,6.59999999999991,-19.5,29.5,2.70000000000005,1.09999999999999,2.13,0.02,0.2,0.526999999999987,2.5065,-2.4832
21.4000000000001,3.09999999999991,5,21.0999999999999,0,-0.5,1.42,-0.01,-0.3,0.596000000000004,-8.1175,8.1075
1.5,21.5,-17.9,19.6,13.5,0.600000000000009,1.06,0.04,-0.1,0.59899999999999,5.5642,-5.5276
11.8,5.30000000000018,10.1,6.10000000000002,24.0999999999999,0.599999999999994,1.27,0.15,0.2,0.600999999999999,-0.0228000000000002,0.1762
62.2,40.0999999999999,15.5,10.3,24.4000000000001,0,1.08,0.0899999999999999,-0.4,0.603000000000009,-3.0113,3.1046
35.8,14.4000000000001,4.19999999999999,20.4000000000001,17,-0.400000000000006,0.609999999999999,0.13,-0.0999999999999996,0.639999999999986,-2.005,2.1284
16.2,7.59999999999991,1,14.6999999999999,18.8,0.600000000000009,0.719999999999999,0.15,-0.1,0.643000000000001,5.0088,-4.8521
-12.7,-2.70000000000005,-5.69999999999999,-8.29999999999995,-6.09999999999991,0.5,0.170000000000002,-0.18,0.1,0.646000000000015,-0.5178,0.3377
-31.7,-8,-17.8,-2.20000000000005,-4.29999999999995,-0.200000000000003,0.150000000000006,-0.53,1,0.647999999999996,-3.4786,2.9419
-9.70000000000005,4.40000000000009,-1.59999999999999,-18.3,4.39999999999986,0,0.170000000000002,-0.41,1.6,0.729000000000013,0.9926,-1.3992
2.90000000000009,15.0999999999999,-0.400000000000006,-21,-2.39999999999986,0.200000000000003,0.640000000000001,-0.27,0.5,0.731999999999999,0.9926,-1.2592
21,16,10.3,-14.9,16.3,-0.299999999999997,1.19999999999999,0.0599999999999999,0.2,0.734999999999985,-2.4824,2.539
38.9000000000001,25.3,10,-3.80000000000007,29.3999999999999,-0.300000000000011,1.34,0.17,-0.7,0.739000000000004,-0.00550000000000006,0.1722
57.1999999999998,27.5,23.9,-1,19.1000000000001,0,1.34999999999999,0.22,-0.6,0.788000000000011,1.4953,-1.2753
32.9000000000001,24.2,15.6,-6.5,30.5999999999999,0,0.810000000000002,0.25,-0.3,0.792999999999978,0,0.2566
27.9000000000001,16,3.59999999999997,4.10000000000002,27.8,0.400000000000006,0.52000000000001,0.35,-0.300000000000001,0.796000000000021,1.9925,-1.6425
11.1999999999998,16.4000000000001,5.60000000000002,-12.7,17,-0.0999999999999943,0.239999999999981,0.49,0.100000000000001,0.799999999999983,-2.4897,2.9731
-9.09999999999991,2.5,-9.10000000000002,-0.399999999999977,12.8000000000002,0,0.470000000000027,0.0299999999999998,-0.2,0.75,0.4972,-0.4639
16.6999999999998,4.5,-2.89999999999998,11.7,16.8999999999999,1,0.269999999999982,0.22,0.2,0.753000000000014,4.9444,-4.7278
-2.39999999999964,3.09999999999991,-2.89999999999998,-5.30000000000007,6.29999999999995,0.599999999999994,0.0999999999999943,0,-0.100000000000001,0.757000000000005,-2.0068,2.0069
35.0999999999999,18.5,-2.70000000000002,15.2,22.4000000000001,0.700000000000003,0.610000000000014,0.46,0,0.759999999999991,0.4625,0.00409999999999999
12.2999999999997,8.90000000000009,-4.40000000000001,11.5,1,0.599999999999994,0.199999999999989,0.11,-0.2,0.77000000000001,-0.5085,0.6152
-5,2.29999999999995,-0.0999999999999943,-3.39999999999998,11.0999999999999,1,0.0700000000000216,-0.00999999999999979,0.2,0.772999999999996,1.8817,-1.8951
21.2000000000003,11.2,5.69999999999999,4.89999999999998,10.1000000000001,0.600000000000009,-0.100000000000023,0.22,0.100000000000001,0.776999999999987,-1.9364,2.1598
-22.9000000000001,1.09999999999991,-21.5,11.1,-5.60000000000014,0.299999999999997,-0.780000000000001,-0.04,0.7,0.780000000000001,-1.426,1.3893
-58.5999999999999,-18.7,-17.4,-7,-18.3999999999999,1.2,0.240000000000009,-1.5,1.4,0.739000000000004,4.1836,-5.6902
12.2999999999997,10.8000000000002,-5.39999999999998,15.4,9.39999999999986,0.299999999999997,1.5,-0.82,1.1,0.74199999999999,-4.208,3.3913
47.8000000000002,21.3999999999999,17.1,3.39999999999998,34,0,1.41999999999999,0.69,-0.100000000000001,0.745000000000005,-1.3865,2.0765
49,16.5,21.2,13.1,19.9000000000001,0,1.84,1.08,-0.899999999999999,0.748999999999995,0,1.0767
46.5,26.4000000000001,13.4,10,11.5,0,1.22,0.00999999999999979,-0.600000000000001,0.741000000000014,0,0.0132999999999996
59.4000000000001,23,23.2,12.4,30.0999999999999,0.599999999999994,1.5,0.22,-0.7,0.744,2.7586,-2.5386
-1,15.5999999999999,-19.6,4.20000000000005,-2.59999999999991,0.400000000000006,-0.199999999999989,0.51,0.2,0.746999999999986,-0.93,1.4434
7.69999999999982,1.79999999999995,9,-5.89999999999998,12.2,0.299999999999997,-1,0.77,0.3,0.751000000000005,-0.4626,1.2292
51.9000000000001,13.6000000000001,29.7,-13.4000000000001,18.5,0,-0.199999999999989,-0.35,-0.5,0.705000000000013,-1.366,1.0127
-11.8000000000002,18.8999999999999,-31.3,8.60000000000002,8.79999999999995,0.700000000000003,-0.200000000000017,-0.86,0.100000000000001,0.706999999999994,3.1692,-4.0226
4.40000000000009,-6,-1.60000000000002,8.5,1.20000000000005,0.0999999999999943,1.59999999999999,-0.7,0.3,0.710999999999984,-2.7185,2.0185
-30.6999999999998,1.40000000000009,-32.9,7.20000000000005,-0.5,0.5,-0.5,-0.0300000000000002,0.8,0.713000000000022,1.7952,-1.8252
13.5999999999999,-0.700000000000045,5.5,7.29999999999995,13.3999999999999,0,1.20000000000002,0.02,0.5,0.745999999999981,-2.2459,2.2593
44.3000000000002,22.4000000000001,18.3,6.80000000000007,24.8000000000002,0.100000000000009,1,-0.0499999999999998,0.2,0.75,0.4477,-0.4977
39.5999999999999,7.70000000000005,22.2,6.79999999999995,24,0.5,0.900000000000006,-0.0100000000000002,-0.2,0.75200000000001,1.7832,-1.7866
50,31.3,4.69999999999999,17.1,35,0,1.39999999999998,0.16,-0.6,0.756,-2.2309,2.3843
43.5999999999999,16.3999999999999,17.1,12.3,13.5,0.399999999999991,0.800000000000011,0.26,-0.600000000000001,0.687000000000012,1.7758,-1.5092
27.5,19.3000000000002,-2.80000000000001,8.30000000000007,21.3999999999999,0.200000000000003,0.599999999999994,-0.02,-0.0999999999999996,0.688999999999993,-0.8908,0.8675
25.3000000000002,13,5.5,9.09999999999991,12.1000000000001,0.700000000000003,-0.299999999999983,0.14,0.0999999999999996,0.692000000000007,2.197,-2.0603
6.5,23,-10.5,3.40000000000009,14.0999999999999,-0.200000000000003,1.5,-0.0600000000000001,-0.0999999999999996,0.694999999999993,-3.9602,3.9068
30.7999999999997,11.1999999999998,15.9,-4.20000000000005,13.4000000000001,0.299999999999997,1.39999999999998,0.11,0.3,0.669999999999987,2.1947,-2.088
34.3000000000002,15.9000000000001,5.40000000000003,4.29999999999995,18.3,0.400000000000006,1.20000000000002,0.0299999999999998,-0.0999999999999996,0.673000000000002,0.4321,-0.3988
51.1999999999998,22.7,10.7,21.6,22,0.399999999999991,1.59999999999999,0.34,-0.2,0.675000000000011,-0.00759999999999983,0.3443
19.8000000000002,14.3,3.69999999999999,-6.69999999999993,31.3,0.400000000000006,1.30000000000001,0.22,0.0999999999999996,0.676999999999992,-0.00750000000000006,0.2242
61.0999999999999,33.8,13.7,3.89999999999998,37.0999999999999,0.0999999999999943,1.19999999999999,0.04,-0.0999999999999996,0.658999999999992,-1.3013,1.3413
33.3000000000002,31.2,-1.39999999999998,9.79999999999995,51.8000000000002,0.300000000000011,1.09999999999999,-0.0600000000000001,-0.3,0.662000000000006,0.8616,-0.9183
38.1999999999998,32.8,8.19999999999999,-6.5,28.3999999999999,0.299999999999997,3.09999999999999,0.0299999999999998,-0.2,0.664000000000016,-0.00419999999999998,0.0308000000000002
7.5,5,2.60000000000002,-0.299999999999955,24.8,0.399999999999991,1.60000000000002,0.18,0,0.665999999999997,0.4235,-0.2434
70.5999999999999,39.7,36.6,-0.600000000000023,19.2000000000003,0.100000000000009,1.19999999999999,0.21,-0.0999999999999996,0.590000000000003,-1.286,1.4993
39.8000000000002,20.7,-0.299999999999955,15.8,24.5999999999999,1,0.699999999999989,-0.02,-0.2,0.591999999999985,3.8192,-3.8392
60.7999999999997,32.0999999999999,13.8,19,58.9000000000001,0.0999999999999943,2.70000000000002,-0.02,-0.3,0.593999999999994,-3.8241,3.8041
72.9000000000001,54,1.70000000000005,16.9000000000001,45.0999999999999,0.600000000000009,2.90000000000001,0.3,-0.300000000000001,0.596000000000004,2.1015,-1.8048
77.5,29.3,34,15.3,18.9000000000001,0.899999999999991,2.69999999999999,0.47,-0.2,0.50800000000001,1.2322,-0.7556
12.0999999999999,5.40000000000009,-7.60000000000002,25.3,5.29999999999973,0.799999999999997,1.09999999999999,-0.0300000000000002,-0.1,0.509999999999991,-0.4467,0.41
20.4000000000001,22.5999999999999,-3.80000000000001,12.3000000000001,29.4000000000001,1,0.400000000000006,0.45,0,0.510999999999996,0.7892,-0.3358
28.2000000000003,8.5,3.10000000000002,17.9,26.5,0.5,0,0.2,-0.0999999999999996,0.513000000000005,-2.0648,2.2615
30,12.2,-10.9,37.6,32.0999999999999,0.300000000000011,2.80000000000001,-0.71,0.0999999999999996,0.467000000000013,-0.8184,0.1084
-2.10000000000036,27.3,-19.9,-4.30000000000007,17.3000000000002,0.799999999999997,2.19999999999999,-0.88,0,0.468999999999994,2.0074,-2.8841
23.8000000000002,10.5999999999999,10.2,5.5,21.5,1,3.69999999999999,0.68,0,0.468999999999994,0.7694,-0.0861
24.8000000000002,12.7000000000003,8.40000000000003,8,16.5,0.899999999999991,2.60000000000002,0.45,0.1,0.471000000000004,-0.4329,0.8763
67.8999999999996,48.2999999999997,10.2,16.6,41.5999999999999,1.2,2.19999999999999,0.28,-0.2,0.481999999999999,1.1376,-0.8577
58.6000000000004,33.4000000000001,18,4.60000000000002,41.6999999999998,1.2,3.90000000000001,0.44,-0.1,0.484000000000009,-0.0545,0.5012
24.3999999999996,41.0999999999999,-14.5,2.29999999999995,6.70000000000027,1.09999999999999,3.29999999999998,-0.29,-0.1,0.484999999999985,-0.4336,0.1437
14.9000000000001,9.70000000000027,4.89999999999998,2.20000000000005,16.4000000000001,1.30000000000001,4.70000000000002,0.36,-0.1,0.486000000000018,0.7087,-0.3488
54.2000000000003,24.4000000000001,28.6,-3.60000000000002,3.19999999999982,1.59999999999999,2.59999999999999,0.56,0,0.494999999999976,1.053,-0.4963
9.29999999999973,14,-3.69999999999999,-0.899999999999977,24,1.7,1.30000000000001,0.100000000000001,0,0.496000000000009,0.277,-0.1736
20.7000000000003,10.1999999999998,10.1,-1.89999999999998,48.6999999999998,1.5,0.799999999999983,0.81,0.2,0.497000000000014,-0.8149,1.6215
-16.9000000000001,17.5,-24.6,-11,17.9000000000001,1.7,1.80000000000001,0.27,0,0.49799999999999,0.6364,-0.3664
-4.90000000000009,14.3000000000002,-14.6,-6.89999999999998,13.8000000000002,1.59999999999999,1.79999999999998,-0.0600000000000005,0.6,0.621999999999986,-0.439900000000001,0.3832
7.40000000000009,11.1999999999998,1.39999999999998,-8.90000000000009,44.0999999999999,1.8,1.90000000000001,-0.51,0.6,0.625,0.6104,-1.1237
31.2999999999997,20.1999999999998,7.10000000000002,3.60000000000002,35.0999999999999,1.2,4.30000000000001,-0.38,0.4,0.626000000000005,-2.1332,1.7565
-38.6999999999998,-7.29999999999973,-25.5,-1,-10.1999999999998,1.59999999999999,2.40000000000001,-1.01,0.6,0.628000000000014,1.304,-2.3173
99.5999999999999,44.9000000000001,54.9,-11.3,52.5999999999999,0.700000000000003,4.39999999999998,-1.49,0.100000000000001,0.75,-3.066,1.5727
20.0999999999999,21.5999999999999,14.3,-3.39999999999998,39.0999999999999,1.7,4.90000000000001,0.34,0,0.753999999999991,3.2921,-2.9522
28.3000000000002,18.4000000000001,6.30000000000001,-3.30000000000007,10.3000000000002,0.700000000000003,3,0.84,0.0999999999999996,0.756,-3.3383,4.185
9.30000000000018,40,-15.9,-2.5,29.1999999999998,0.899999999999991,1.59999999999999,-0.819999999999999,-0.0999999999999996,0.759000000000015,0.6373,-1.4573
73.0999999999999,32.3999999999996,33,11.4,15.5,0.900000000000006,6,-0.79,-0.100000000000001,0.61099999999999,-0.0213999999999999,-0.7752
86.9000000000001,45.3000000000002,31.3,1.10000000000002,25.3000000000002,1,2.60000000000002,0.31,-0.0999999999999996,0.614000000000004,0.2991,0.0109
38.5,38.4000000000001,9.20000000000005,-14.3,60.6999999999998,1.2,6.5,0.49,-0.100000000000001,0.614999999999981,0.6088,-0.1155
68.1999999999998,60.4000000000001,5.29999999999995,1.5,109.4,1.09999999999999,5.79999999999998,0.609999999999999,-0.199999999999999,0.617000000000019,-0.3503,0.9636
101.8,47.8999999999996,35.8000000000001,5.39999999999998,38.9000000000001,2.50000000000001,2.40000000000001,0.79,-0.5,0.516999999999996,4.3079,-3.5212
41,-2.79999999999973,23,-3,27.6999999999998,2.59999999999999,5.39999999999998,0.970000000000001,0,0.516999999999996,0.153799999999999,0.8162
-16.3000000000002,11.0999999999999,-20.7,-13,19.7000000000003,3.09999999999999,1.10000000000002,1.78,-0.100000000000001,0.52000000000001,1.3245,0.4555
34.1000000000004,-6.90000000000009,17.8,9.89999999999998,39,3,4.69999999999999,-0.920000000000001,0,0.519999999999982,-0.498100000000001,-0.4252
-31.8000000000002,-23.1999999999998,-36.0999999999999,11.6,-46.2000000000003,4.59999999999999,3.80000000000001,0.13,0.3,0.495000000000005,4.3098,-4.1732
11.0999999999995,9.59999999999991,-1.90000000000009,7.79999999999995,-26.5999999999999,3.80000000000001,2.10000000000002,0.67,0.100000000000001,0.495000000000005,-2.5859,3.2526
-45.8999999999996,10.1999999999998,-33.9,-3.59999999999991,7.80000000000018,4.79999999999998,2.69999999999999,0.0199999999999996,0.399999999999999,0.497000000000014,2.3777,-2.3577
-22.5,-43.7999999999997,3.60000000000002,3.19999999999993,-16.6000000000004,3.70000000000002,2.69999999999999,-0.949999999999999,1,0.49799999999999,-3.2221,2.2687
-52,20.4000000000001,-96.2,13.4,-21.6999999999998,2.40000000000001,2.19999999999999,-1.46,1.7,0.527999999999992,-3.5086,2.0487
35.1999999999998,46.5999999999999,-14.4,-2.5,141.6,2.79999999999998,6.5,-0.48,0.6,0.530000000000001,0.905,-1.3783
70.1999999999998,39.2999999999997,38.5,3.5,-41.6999999999998,3,3.30000000000001,0.94,-0.4,0.532000000000011,0.367599999999999,0.5656
51.8000000000002,29.9000000000001,11.9,7.30000000000007,32.6999999999998,2.70000000000002,0.800000000000011,-0.66,-0.199999999999999,0.532999999999987,-0.855399999999999,0.2021
98.9000000000005,60.0999999999999,48.3,3.39999999999998,54.3000000000002,1.19999999999999,5.59999999999997,-0.73,-0.600000000000001,0.52200000000002,-3.6716,2.9416
35.3999999999996,26.2000000000003,24.6999999999999,-9.20000000000005,27.0999999999999,2.59999999999999,4,0.22,-0.100000000000001,0.523999999999972,3.2853,-3.0652
20.3999999999996,29.4000000000001,1.30000000000007,-4.39999999999998,30.6999999999998,2.5,3.60000000000002,0,0.100000000000001,0.525000000000006,-0.3252,0.3218
35.5,39.2999999999997,4.79999999999995,-0.299999999999955,23.8000000000002,1.70000000000002,5.89999999999998,-0.47,0.0999999999999996,0.52600000000001,-1.9156,1.4456
53.1000000000004,35.0999999999999,29.6,6.69999999999993,21.9000000000001,3.89999999999998,7.70000000000005,-0.0800000000000001,-0.3,0.550000000000011,4.9309,-5.0076
79.3000000000002,15.8000000000002,39.5,9.80000000000007,21.4000000000001,3.60000000000002,5.39999999999998,0.21,-0.4,0.550999999999988,-0.851100000000001,1.0545
80.8000000000002,28.5999999999999,35.7,0.899999999999977,49.6999999999998,2.19999999999999,5.89999999999998,0.64,-0.199999999999999,0.551999999999992,-3.1889,3.8322
5.5,44.9000000000001,-14.3000000000001,-1.5,57.3000000000002,2.09999999999999,5.60000000000002,0.67,-0.2,0.554000000000002,-0.272,0.9387
12.7999999999993,16.8000000000002,10.8000000000001,2.20000000000005,32.5,3.70000000000002,6.10000000000002,0.27,-0.4,0.581999999999994,3.3353,-3.062
176.8,66.1999999999998,42.5,25.4,46.6999999999998,5.5,10.5,0.0700000000000003,-0.3,0.582999999999998,3.5517,-3.4784
46,16.0999999999999,19.0999999999999,8.19999999999993,35.0999999999999,4,5.59999999999997,0.84,0,0.586000000000013,-3.3166,4.1533
64.3000000000002,24.7000000000003,17.5,9.30000000000007,34.5,3.59999999999999,4.19999999999999,1.36,-0.0999999999999996,0.586000000000013,-0.949,2.309
12.3000000000002,20.7999999999997,-0.299999999999955,-9,38.0999999999999,6.19999999999999,5.20000000000005,0.68,0,0.614999999999981,4.8789,-4.1989
3.09999999999945,-4.29999999999973,-0.299999999999955,9.89999999999998,-13.5999999999999,7.5,11.5,0.00999999999999979,-0.2,0.617000000000019,2.0562,-2.0429
34.8000000000002,29.5999999999999,-13.6,1.89999999999998,21.7000000000003,6.80000000000001,6.09999999999997,0.260000000000002,0.2,0.617999999999995,-1.7313,1.9913
16.4000000000005,11.7999999999997,-14.3000000000001,8.39999999999998,29,6.5,1.69999999999999,2.17,0.0999999999999996,0.620999999999981,-0.892399999999999,3.0624
16.2999999999993,-3.29999999999973,-6.09999999999991,14.8,20.6999999999998,9.90000000000001,6.70000000000005,1.66,0.3,0.661000000000001,5.3921,-3.7321
-101.099999999999,-73.2000000000003,-64.3000000000001,3.10000000000014,-66.3000000000002,7.79999999999998,1.29999999999995,-3.41,1,0.663000000000011,-4.0606,0.6473
-7.5,32,-47.6,-13.3000000000001,25.4000000000001,4.09999999999999,16,-0.81,0.4,0.664999999999992,-6.2344,5.421
86.3000000000002,38.2000000000003,62.4000000000001,-1.5,66.2000000000003,6.69999999999999,2.70000000000005,4.47,-0.3,0.667000000000002,3.939,0.5344
95.8999999999996,13.6999999999998,64.0999999999999,13.6,9.69999999999982,6.70000000000005,10.6,0.659999999999998,0,0.557999999999993,-0.269,0.9323
-35.1999999999998,2.40000000000009,-32.9,2.59999999999991,-16.9000000000001,6.19999999999999,6.80000000000001,0.460000000000001,0,0.559000000000026,-0.992100000000001,1.4455
59.5,15,40.5,-2.29999999999995,80.4000000000001,8,2,0.26,0,0.560999999999979,2.3773,-2.1173
-59.6999999999998,-25.5,-25.1,7,0.199999999999818,2.19999999999999,8.69999999999999,-3.07,0.799999999999999,0.563000000000017,-8.4861,5.4227
-82.8000000000002,19.3000000000002,-74,-1.20000000000005,-7.79999999999973,1.60000000000002,6.19999999999999,0.870000000000001,0.600000000000001,0.546999999999997,-0.8713,1.7413
21.1999999999998,9.09999999999991,-3.19999999999993,5.90000000000009,22,7.5,5.5,-0.530000000000001,0.6,0.549000000000007,8.1919,-8.7252
